"","id","ta","tabin","grpvar","term","grp","condval","condsd","phase","contingency","half","phase_str","half_str","abscondval","slope"
"71","ss8",-20.016451651083,"lowAnx","id","trno","ss8",-0.0121232073841072,0.010430913486155,"acq","60/40","second","acq","second",0.0121232073841072,0.0121232073841072
"72","ss9",0.983548348917033,"hiAnx","id","trno","ss9",0.0138848219366126,0.010430913486155,"acq","60/40","second","acq","second",0.0138848219366126,0.0138848219366126
"73","ss10",15.983548348917,"hiAnx","id","trno","ss10",-0.00305368860487731,0.0158473984646341,"ext","60/40","first","ext","first",0.00305368860487731,0.00305368860487731
"74","ss12",4.98354834891703,"hiAnx","id","trno","ss12",-0.00860501036882262,0.0158473984646341,"ext","60/40","first","ext","first",0.00860501036882262,0.00860501036882262
"75","ss13",-13.016451651083,"lowAnx","id","trno","ss13",0.00875095580707976,0.0158473984646341,"ext","60/40","first","ext","first",0.00875095580707976,0.00875095580707976
"76","ss14",3.98354834891703,"hiAnx","id","trno","ss14",-0.0151130378483418,0.0158473984646341,"ext","60/40","first","ext","first",0.0151130378483418,0.0151130378483418
"77","ss15",-3.01645165108297,"lowAnx","id","trno","ss15",-0.0389055830735354,0.0158473984646341,"ext","60/40","first","ext","first",0.0389055830735354,0.0389055830735354
"78","ss16",-10.016451651083,"lowAnx","id","trno","ss16",-0.00404271308021782,0.0158473984646341,"ext","60/40","first","ext","first",0.00404271308021782,0.00404271308021782
"79","ss17",8.98354834891703,"hiAnx","id","trno","ss17",-0.0221522421272487,0.0158473984646341,"ext","60/40","first","ext","first",0.0221522421272487,0.0221522421272487
"80","ss18",-6.01645165108297,"lowAnx","id","trno","ss18",0.0357852332138801,0.0158473984646341,"ext","60/40","first","ext","first",0.0357852332138801,0.0357852332138801
"81","ss19",-6.01645165108297,"lowAnx","id","trno","ss19",-0.0641320522724005,0.0158473984646341,"ext","60/40","first","ext","first",0.0641320522724005,0.0641320522724005
"82","ss20",-11.016451651083,"lowAnx","id","trno","ss20",-0.0104310529029339,0.0158473984646341,"ext","60/40","first","ext","first",0.0104310529029339,0.0104310529029339
"83","ss21",9.98354834891703,"hiAnx","id","trno","ss21",-0.0706351723553548,0.0158473984646341,"ext","60/40","first","ext","first",0.0706351723553548,0.0706351723553548
"84","ss22",11.983548348917,"hiAnx","id","trno","ss22",0.00252827668126772,0.0201580060703454,"ext","60/40","first","ext","first",0.00252827668126772,0.00252827668126772
"85","ss23",3.98354834891703,"hiAnx","id","trno","ss23",-0.0261889393623827,0.0158473984646341,"ext","60/40","first","ext","first",0.0261889393623827,0.0261889393623827
"86","ss24",-13.016451651083,"lowAnx","id","trno","ss24",0.00687298560065768,0.0158473984646341,"ext","60/40","first","ext","first",0.00687298560065768,0.00687298560065768
"87","ss25",-0.0164516510829671,"hiAnx","id","trno","ss25",0.00105747615686813,0.0158473984646341,"ext","60/40","first","ext","first",0.00105747615686813,0.00105747615686813
"88","ss26",9.98354834891703,"hiAnx","id","trno","ss26",-0.028597762030374,0.0158473984646341,"ext","60/40","first","ext","first",0.028597762030374,0.028597762030374
