prob,err,trno,half,half_str,phase,phase_str,ta,sa,specID,id,contingency
0.42,-0.437142857142857,7,1,first,1,acq,34,26,ss19_bl7525,ss19,75/25
0.17,-0.58,8,1,first,1,acq,34,26,ss19_bl7525,ss19,75/25
0.41,-0.367777777777778,9,1,first,1,acq,34,26,ss19_bl7525,ss19,75/25
0.44,-0.36,10,1,first,1,acq,34,26,ss19_bl7525,ss19,75/25
0.48,-0.338181818181818,11,1,first,1,acq,34,26,ss19_bl7525,ss19,75/25
0.49,-0.343333333333333,12,1,first,1,acq,34,26,ss19_bl7525,ss19,75/25
0.42,-0.426153846153846,13,1,first,1,acq,34,26,ss19_bl7525,ss19,75/25
0.31,-0.475714285714286,14,1,first,1,acq,34,26,ss19_bl7525,ss19,75/25
0.25,-0.55,15,1,first,1,acq,34,26,ss19_bl7525,ss19,75/25
0.31,-0.475714285714286,-5,1,first,2,ext,34,26,ss19_bl7525,ss19,75/25
0.25,-0.55,-4,1,first,2,ext,34,26,ss19_bl7525,ss19,75/25
0.22,-0.53,-3,1,first,2,ext,34,26,ss19_bl7525,ss19,75/25
0.21,-0.554705882352941,-2,1,first,2,ext,34,26,ss19_bl7525,ss19,75/25
0.4,-0.377777777777778,-1,1,first,2,ext,34,26,ss19_bl7525,ss19,75/25
0.22,0.22,1,1,first,2,ext,34,26,ss19_bl7525,ss19,75/25
0.63,0.13,2,1,first,2,ext,34,26,ss19_bl7525,ss19,75/25
0.54,0.206666666666667,3,1,first,2,ext,34,26,ss19_bl7525,ss19,75/25
0.17,-0.08,4,1,first,2,ext,34,26,ss19_bl7525,ss19,75/25
0.49,0.29,5,1,first,2,ext,34,26,ss19_bl7525,ss19,75/25
0.8,0.633333333333333,6,1,first,2,ext,34,26,ss19_bl7525,ss19,75/25
0.59,0.304285714285714,7,1,first,2,ext,34,26,ss19_bl7525,ss19,75/25
0.74,0.49,8,1,first,2,ext,34,26,ss19_bl7525,ss19,75/25
0.84,0.617777777777778,9,1,first,2,ext,34,26,ss19_bl7525,ss19,75/25
0.24,0.04,10,1,first,2,ext,34,26,ss19_bl7525,ss19,75/25
0.375,0.102272727272727,11,1,first,2,ext,34,26,ss19_bl7525,ss19,75/25
0.67,0.42,12,1,first,2,ext,34,26,ss19_bl7525,ss19,75/25
0.725,0.494230769230769,13,1,first,2,ext,34,26,ss19_bl7525,ss19,75/25
0.39,0.175714285714286,14,1,first,2,ext,34,26,ss19_bl7525,ss19,75/25
0.68,0.48,15,1,first,2,ext,34,26,ss19_bl7525,ss19,75/25
0.41,0.174705882352941,-5,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.33,0.107777777777778,-4,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.7,0.489473684210526,-3,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.27,0.02,-2,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.71,0.424285714285714,-1,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.3,-0.489473684210526,1,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.26,-0.49,2,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.8,0.0380952380952382,3,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.68,-0.0927272727272727,4,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.84,0.057391304347826,5,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.95,0.158333333333333,6,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.995,0.235,7,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.125,-0.644230769230769,8,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.92,0.142222222222222,9,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.995,0.245,10,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.66,-0.0641379310344827,11,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.16,-0.573333333333333,12,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.225,-0.516935483870968,13,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.55,-0.2,14,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.75,-0.00757575757575757,15,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.73,-0.0477777777777778,-5,2,second,2,ext,34,26,ss19_bl7525,ss19,75/25
0.625,-0.131756756756757,-4,2,second,2,ext,34,26,ss19_bl7525,ss19,75/25
0.91,0.146842105263158,-3,2,second,2,ext,34,26,ss19_bl7525,ss19,75/25
0.54,-0.229230769230769,-2,2,second,2,ext,34,26,ss19_bl7525,ss19,75/25
0.67,-0.105,-1,2,second,2,ext,34,26,ss19_bl7525,ss19,75/25
0.84,0.567272727272727,1,2,second,2,ext,34,26,ss19_bl7525,ss19,75/25
0.79,0.529130434782609,2,2,second,2,ext,34,26,ss19_bl7525,ss19,75/25
0.26,0.01,3,2,second,2,ext,34,26,ss19_bl7525,ss19,75/25
0.245,0.005,4,2,second,2,ext,34,26,ss19_bl7525,ss19,75/25
0.785,0.554230769230769,5,2,second,2,ext,34,26,ss19_bl7525,ss19,75/25
0.03,-0.192222222222222,6,2,second,2,ext,34,26,ss19_bl7525,ss19,75/25
0.37,0.12,7,2,second,2,ext,34,26,ss19_bl7525,ss19,75/25
0.41,0.134137931034483,8,2,second,2,ext,34,26,ss19_bl7525,ss19,75/25
0.71,0.443333333333333,9,2,second,2,ext,34,26,ss19_bl7525,ss19,75/25
0.785,0.526935483870968,10,2,second,2,ext,34,26,ss19_bl7525,ss19,75/25
0.73,0.48,11,2,second,2,ext,34,26,ss19_bl7525,ss19,75/25
0.66,0.417575757575758,12,2,second,2,ext,34,26,ss19_bl7525,ss19,75/25
0.43,0.165294117647059,13,2,second,2,ext,34,26,ss19_bl7525,ss19,75/25
0.33,0.0728571428571429,14,2,second,2,ext,34,26,ss19_bl7525,ss19,75/25
0.69,0.412222222222222,15,2,second,2,ext,34,26,ss19_bl7525,ss19,75/25
0.33,0.0728571428571429,-5,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.69,0.412222222222222,-4,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.59,0.292702702702703,-3,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.3,0.0105263157894737,-2,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.78,0.497948717948718,-1,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.6,-0.180487804878049,1,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.58,-0.205714285714286,2,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.71,-0.0574418604651163,3,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.26,-0.512727272727273,4,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.31,-0.445555555555556,5,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.245,-0.515869565217391,6,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.81,0.0440425531914894,7,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.27,-0.500833333333333,8,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.66,-0.115510204081633,9,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.815,0.0349999999999999,10,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.635,-0.129705882352941,11,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.44,-0.31,12,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.3,-0.454716981132076,13,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.5,-0.240740740740741,14,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
0.79,0.0445454545454546,15,2,second,1,acq,34,26,ss19_bl7525,ss19,75/25
NaN,NaN,-5,1,first,2,ext,34,26,ss19_bl9010,ss19,90/10
NaN,NaN,-4,1,first,2,ext,34,26,ss19_bl9010,ss19,90/10
NaN,NaN,-3,1,first,2,ext,34,26,ss19_bl9010,ss19,90/10
NaN,NaN,-2,1,first,2,ext,34,26,ss19_bl9010,ss19,90/10
NaN,NaN,-1,1,first,2,ext,34,26,ss19_bl9010,ss19,90/10
0.76,0.76,1,1,first,2,ext,34,26,ss19_bl9010,ss19,90/10
0.685,0.685,2,1,first,2,ext,34,26,ss19_bl9010,ss19,90/10
0.69,0.69,3,1,first,2,ext,34,26,ss19_bl9010,ss19,90/10
0.52,0.52,4,1,first,2,ext,34,26,ss19_bl9010,ss19,90/10
0.62,0.62,5,1,first,2,ext,34,26,ss19_bl9010,ss19,90/10
0.61,0.61,6,1,first,2,ext,34,26,ss19_bl9010,ss19,90/10
0.535,0.535,7,1,first,2,ext,34,26,ss19_bl9010,ss19,90/10
0.35,0.225,8,1,first,2,ext,34,26,ss19_bl9010,ss19,90/10
0.46,0.348888888888889,9,1,first,2,ext,34,26,ss19_bl9010,ss19,90/10
0.35,0.15,10,1,first,2,ext,34,26,ss19_bl9010,ss19,90/10
0.335,0.153181818181818,11,1,first,2,ext,34,26,ss19_bl9010,ss19,90/10
0.33,0.163333333333333,12,1,first,2,ext,34,26,ss19_bl9010,ss19,90/10
0.39,0.236153846153846,13,1,first,2,ext,34,26,ss19_bl9010,ss19,90/10
0.3,0.0857142857142857,14,1,first,2,ext,34,26,ss19_bl9010,ss19,90/10
0.22,0.02,15,1,first,2,ext,34,26,ss19_bl9010,ss19,90/10
0.335,0.153181818181818,-5,1,first,1,acq,34,26,ss19_bl9010,ss19,90/10
0.33,0.163333333333333,-4,1,first,1,acq,34,26,ss19_bl9010,ss19,90/10
0.39,0.236153846153846,-3,1,first,1,acq,34,26,ss19_bl9010,ss19,90/10
0.3,0.0857142857142857,-2,1,first,1,acq,34,26,ss19_bl9010,ss19,90/10
0.22,0.02,-1,1,first,1,acq,34,26,ss19_bl9010,ss19,90/10
0.2,-0.716666666666667,1,1,first,1,acq,34,26,ss19_bl9010,ss19,90/10
0.29,-0.633076923076923,2,1,first,1,acq,34,26,ss19_bl9010,ss19,90/10
0.51,-0.418571428571429,3,1,first,1,acq,34,26,ss19_bl9010,ss19,90/10
0.57,-0.363333333333333,4,1,first,1,acq,34,26,ss19_bl9010,ss19,90/10
0.57,-0.3675,5,1,first,1,acq,34,26,ss19_bl9010,ss19,90/10
0.56,-0.381176470588235,6,1,first,1,acq,34,26,ss19_bl9010,ss19,90/10
0.6,-0.344444444444444,7,1,first,1,acq,34,26,ss19_bl9010,ss19,90/10
0.68,-0.267368421052631,8,1,first,1,acq,34,26,ss19_bl9010,ss19,90/10
0.66,-0.29,9,1,first,1,acq,34,26,ss19_bl9010,ss19,90/10
0.71,-0.194761904761905,10,1,first,1,acq,34,26,ss19_bl9010,ss19,90/10
0.52,-0.389090909090909,11,1,first,1,acq,34,26,ss19_bl9010,ss19,90/10
0.65,-0.263043478260869,12,1,first,1,acq,34,26,ss19_bl9010,ss19,90/10
0.6,-0.316666666666667,13,1,first,1,acq,34,26,ss19_bl9010,ss19,90/10
0.55,-0.37,14,1,first,1,acq,34,26,ss19_bl9010,ss19,90/10
0.56,-0.363076923076923,15,1,first,1,acq,34,26,ss19_bl9010,ss19,90/10
0.61,-0.318571428571429,-5,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.59,-0.341034482758621,-4,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.63,-0.27,-3,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.48,-0.423225806451613,-2,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.57,-0.305,-1,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.54,0.3525,1,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.63,0.453529411764706,2,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.63,0.463333333333333,3,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.63,0.472105263157895,4,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.65,0.45,5,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.69,0.499523809523809,6,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.71,0.528181818181818,7,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.59,0.416086956521739,8,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.49,0.323333333333333,9,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.65,0.49,10,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.61,0.456153846153846,11,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.545,0.396851851851852,12,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.16,0.0171428571428572,13,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.18,0.0420689655172414,14,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.095,-0.0383333333333333,15,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.25,0.0984848484848485,-5,2,second,1,acq,34,26,ss19_bl9010,ss19,90/10
0.29,0.142941176470588,-4,2,second,1,acq,34,26,ss19_bl9010,ss19,90/10
0.24,0.0971428571428571,-3,2,second,1,acq,34,26,ss19_bl9010,ss19,90/10
0.49,0.351111111111111,-2,2,second,1,acq,34,26,ss19_bl9010,ss19,90/10
0.5,0.364864864864865,-1,2,second,1,acq,34,26,ss19_bl9010,ss19,90/10
0.47,-0.408787878787879,1,2,second,1,acq,34,26,ss19_bl9010,ss19,90/10
0.5,-0.382352941176471,2,2,second,1,acq,34,26,ss19_bl9010,ss19,90/10
0.35,-0.535714285714286,3,2,second,1,acq,34,26,ss19_bl9010,ss19,90/10
0.72,-0.168888888888889,4,2,second,1,acq,34,26,ss19_bl9010,ss19,90/10
0.75,-0.141891891891892,5,2,second,1,acq,34,26,ss19_bl9010,ss19,90/10
0.8,-0.0947368421052631,6,2,second,1,acq,34,26,ss19_bl9010,ss19,90/10
0.65,-0.247435897435897,7,2,second,1,acq,34,26,ss19_bl9010,ss19,90/10
0.54,-0.36,8,2,second,1,acq,34,26,ss19_bl9010,ss19,90/10
0.68,-0.222439024390244,9,2,second,1,acq,34,26,ss19_bl9010,ss19,90/10
0.73,-0.174761904761905,10,2,second,1,acq,34,26,ss19_bl9010,ss19,90/10
0.71,-0.196976744186046,11,2,second,1,acq,34,26,ss19_bl9010,ss19,90/10
0.79,-0.0963636363636363,12,2,second,1,acq,34,26,ss19_bl9010,ss19,90/10
0.7,-0.188888888888889,13,2,second,1,acq,34,26,ss19_bl9010,ss19,90/10
0.87,-0.0213043478260869,14,2,second,1,acq,34,26,ss19_bl9010,ss19,90/10
0.85,-0.0436170212765957,15,2,second,1,acq,34,26,ss19_bl9010,ss19,90/10
0.76,-0.14,-5,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.79,-0.111960784313725,-4,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.89,-0.0138461538461538,-3,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.995,0.0893396226415094,-2,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.95,0.0425925925925925,-1,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.995,0.863421052631579,1,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.65,0.521794871794872,2,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.63,0.505,3,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.22,0.0980487804878049,4,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.04,-0.079047619047619,5,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.11,-0.00627906976744186,6,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.005,-0.131363636363636,7,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.64,0.506666666666667,8,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.48,0.349565217391304,9,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.34,0.212340425531915,10,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.64,0.494166666666667,11,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.69,0.547142857142857,12,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.62,0.48,13,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.94,0.802745098039216,14,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
0.83,0.695384615384615,15,2,second,2,ext,34,26,ss19_bl9010,ss19,90/10
NaN,NaN,-5,1,first,1,acq,29,22,ss20_bl6040,ss20,60/40
NaN,NaN,-4,1,first,1,acq,29,22,ss20_bl6040,ss20,60/40
NaN,NaN,-3,1,first,1,acq,29,22,ss20_bl6040,ss20,60/40
NaN,NaN,-2,1,first,1,acq,29,22,ss20_bl6040,ss20,60/40
NaN,NaN,-1,1,first,1,acq,29,22,ss20_bl6040,ss20,60/40
0.995,0.995,1,1,first,1,acq,29,22,ss20_bl6040,ss20,60/40
0.97,0.47,2,1,first,1,acq,29,22,ss20_bl6040,ss20,60/40
0.97,0.303333333333333,3,1,first,1,acq,29,22,ss20_bl6040,ss20,60/40
0.995,0.495,4,1,first,1,acq,29,22,ss20_bl6040,ss20,60/40
0.995,0.395,5,1,first,1,acq,29,22,ss20_bl6040,ss20,60/40
0.995,0.495,6,1,first,1,acq,29,22,ss20_bl6040,ss20,60/40
0.98,0.408571428571429,7,1,first,1,acq,29,22,ss20_bl6040,ss20,60/40
0.995,0.37,8,1,first,1,acq,29,22,ss20_bl6040,ss20,60/40
0.995,0.439444444444444,9,1,first,1,acq,29,22,ss20_bl6040,ss20,60/40
0.995,0.395,10,1,first,1,acq,29,22,ss20_bl6040,ss20,60/40
0.995,0.449545454545455,11,1,first,1,acq,29,22,ss20_bl6040,ss20,60/40
0.995,0.495,12,1,first,1,acq,29,22,ss20_bl6040,ss20,60/40
0.995,0.533461538461538,13,1,first,1,acq,29,22,ss20_bl6040,ss20,60/40
0.83,-0.17,14,1,first,1,acq,29,22,ss20_bl6040,ss20,60/40
0.85,0.35,15,1,first,1,acq,29,22,ss20_bl6040,ss20,60/40
0.995,0.439444444444444,-5,1,first,2,ext,29,22,ss20_bl6040,ss20,60/40
0.995,0.395,-4,1,first,2,ext,29,22,ss20_bl6040,ss20,60/40
0.995,0.449545454545455,-3,1,first,2,ext,29,22,ss20_bl6040,ss20,60/40
0.995,0.495,-2,1,first,2,ext,29,22,ss20_bl6040,ss20,60/40
0.995,0.533461538461538,-1,1,first,2,ext,29,22,ss20_bl6040,ss20,60/40
0.83,-0.17,1,1,first,2,ext,29,22,ss20_bl6040,ss20,60/40
0.85,0.35,2,1,first,2,ext,29,22,ss20_bl6040,ss20,60/40
0.85,0.183333333333333,3,1,first,2,ext,29,22,ss20_bl6040,ss20,60/40
0.95,0.45,4,1,first,2,ext,29,22,ss20_bl6040,ss20,60/40
0.89,0.29,5,1,first,2,ext,29,22,ss20_bl6040,ss20,60/40
0.88,0.38,6,1,first,2,ext,29,22,ss20_bl6040,ss20,60/40
0.91,0.481428571428571,7,1,first,2,ext,29,22,ss20_bl6040,ss20,60/40
0.82,0.445,8,1,first,2,ext,29,22,ss20_bl6040,ss20,60/40
0.77,0.436666666666667,9,1,first,2,ext,29,22,ss20_bl6040,ss20,60/40
0.66,0.36,10,1,first,2,ext,29,22,ss20_bl6040,ss20,60/40
0.6,0.236363636363636,11,1,first,2,ext,29,22,ss20_bl6040,ss20,60/40
0.53,0.196666666666667,12,1,first,2,ext,29,22,ss20_bl6040,ss20,60/40
0.53,0.222307692307692,13,1,first,2,ext,29,22,ss20_bl6040,ss20,60/40
0.6,0.314285714285714,14,1,first,2,ext,29,22,ss20_bl6040,ss20,60/40
0.48,0.213333333333333,15,1,first,2,ext,29,22,ss20_bl6040,ss20,60/40
0.53,0.196666666666667,-5,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
0.53,0.222307692307692,-4,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
0.6,0.314285714285714,-3,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
0.48,0.213333333333333,-2,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
0.37,0.0575,-1,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
0.66,0.16,1,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
0.62,0.0866666666666667,2,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
0.77,0.2075,3,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
0.87,0.340588235294118,4,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
0.84,0.34,5,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
0.87,0.343684210526316,6,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
0.85,0.3,7,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
0.74,0.168571428571429,8,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
0.94,0.394545454545455,9,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
0.94,0.374782608695652,10,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
0.86,0.276666666666667,11,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
NaN,NaN,12,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
NaN,NaN,13,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
NaN,NaN,14,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
NaN,NaN,15,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
0.74,0.168571428571429,-5,2,second,2,ext,29,22,ss20_bl6040,ss20,60/40
0.94,0.394545454545455,-4,2,second,2,ext,29,22,ss20_bl6040,ss20,60/40
0.94,0.374782608695652,-3,2,second,2,ext,29,22,ss20_bl6040,ss20,60/40
0.86,0.276666666666667,-2,2,second,2,ext,29,22,ss20_bl6040,ss20,60/40
0.85,0.29,-1,2,second,2,ext,29,22,ss20_bl6040,ss20,60/40
0.89,0.595882352941177,1,2,second,2,ext,29,22,ss20_bl6040,ss20,60/40
0.9,0.622222222222222,2,2,second,2,ext,29,22,ss20_bl6040,ss20,60/40
0.86,0.596842105263158,3,2,second,2,ext,29,22,ss20_bl6040,ss20,60/40
0.88,0.63,4,2,second,2,ext,29,22,ss20_bl6040,ss20,60/40
0.76,0.521904761904762,5,2,second,2,ext,29,22,ss20_bl6040,ss20,60/40
0.84,0.567272727272727,6,2,second,2,ext,29,22,ss20_bl6040,ss20,60/40
0.705,0.444130434782609,7,2,second,2,ext,29,22,ss20_bl6040,ss20,60/40
0.73,0.438333333333333,8,2,second,2,ext,29,22,ss20_bl6040,ss20,60/40
0.84,0.56,9,2,second,2,ext,29,22,ss20_bl6040,ss20,60/40
0.73,0.460769230769231,10,2,second,2,ext,29,22,ss20_bl6040,ss20,60/40
0.86,0.600740740740741,11,2,second,2,ext,29,22,ss20_bl6040,ss20,60/40
0.85,0.564285714285714,12,2,second,2,ext,29,22,ss20_bl6040,ss20,60/40
0.92,0.609655172413793,13,2,second,2,ext,29,22,ss20_bl6040,ss20,60/40
0.96,0.626666666666667,14,2,second,2,ext,29,22,ss20_bl6040,ss20,60/40
NaN,NaN,15,2,second,2,ext,29,22,ss20_bl6040,ss20,60/40
0.86,0.600740740740741,-5,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
0.85,0.564285714285714,-4,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
0.92,0.609655172413793,-3,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
0.96,0.626666666666667,-2,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
0.925,0.570161290322581,-1,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
0.86,0.283076923076923,1,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
0.91,0.354444444444444,2,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
0.88,0.308571428571429,3,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
0.95,0.398275862068965,4,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
0.92,0.386666666666667,5,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
0.86,0.343870967741935,6,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
0.85,0.35,7,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
0.82,0.304848484848485,8,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
0.85,0.320588235294118,9,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
0.88,0.337142857142857,10,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
0.92,0.364444444444444,11,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
0.995,0.454459459459459,12,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
0.89,0.363684210526316,13,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
0.85,0.311538461538462,14,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
0.9,0.35,15,2,second,1,acq,29,22,ss20_bl6040,ss20,60/40
NaN,NaN,-5,1,first,2,ext,29,22,ss20_bl7525,ss20,75/25
NaN,NaN,-4,1,first,2,ext,29,22,ss20_bl7525,ss20,75/25
NaN,NaN,-3,1,first,2,ext,29,22,ss20_bl7525,ss20,75/25
NaN,NaN,-2,1,first,2,ext,29,22,ss20_bl7525,ss20,75/25
NaN,NaN,-1,1,first,2,ext,29,22,ss20_bl7525,ss20,75/25
0.995,0.995,1,1,first,2,ext,29,22,ss20_bl7525,ss20,75/25
0.995,0.995,2,1,first,2,ext,29,22,ss20_bl7525,ss20,75/25
0.995,0.661666666666667,3,1,first,2,ext,29,22,ss20_bl7525,ss20,75/25
0.995,0.745,4,1,first,2,ext,29,22,ss20_bl7525,ss20,75/25
0.995,0.795,5,1,first,2,ext,29,22,ss20_bl7525,ss20,75/25
0.99,0.823333333333333,6,1,first,2,ext,29,22,ss20_bl7525,ss20,75/25
0.93,0.644285714285714,7,1,first,2,ext,29,22,ss20_bl7525,ss20,75/25
0.995,0.745,8,1,first,2,ext,29,22,ss20_bl7525,ss20,75/25
0.995,0.772777777777778,9,1,first,2,ext,29,22,ss20_bl7525,ss20,75/25
0.94,0.74,10,1,first,2,ext,29,22,ss20_bl7525,ss20,75/25
0.945,0.763181818181818,11,1,first,2,ext,29,22,ss20_bl7525,ss20,75/25
0.95,0.783333333333333,12,1,first,2,ext,29,22,ss20_bl7525,ss20,75/25
0.92,0.766153846153846,13,1,first,2,ext,29,22,ss20_bl7525,ss20,75/25
0.84,0.697142857142857,14,1,first,2,ext,29,22,ss20_bl7525,ss20,75/25
0.83,0.696666666666667,15,1,first,2,ext,29,22,ss20_bl7525,ss20,75/25
0.955,0.778529411764706,-5,1,first,1,acq,29,22,ss20_bl7525,ss20,75/25
0.94,0.773333333333333,-4,1,first,1,acq,29,22,ss20_bl7525,ss20,75/25
0.99,0.832105263157895,-3,1,first,1,acq,29,22,ss20_bl7525,ss20,75/25
0.94,0.74,-2,1,first,1,acq,29,22,ss20_bl7525,ss20,75/25
0.9,0.70952380952381,-1,1,first,1,acq,29,22,ss20_bl7525,ss20,75/25
0.93,0.168095238095238,1,1,first,1,acq,29,22,ss20_bl7525,ss20,75/25
0.96,0.187272727272727,2,1,first,1,acq,29,22,ss20_bl7525,ss20,75/25
0.93,0.147391304347826,3,1,first,1,acq,29,22,ss20_bl7525,ss20,75/25
0.995,0.245,4,1,first,1,acq,29,22,ss20_bl7525,ss20,75/25
0.99,0.23,5,1,first,1,acq,29,22,ss20_bl7525,ss20,75/25
0.99,0.259230769230769,6,1,first,1,acq,29,22,ss20_bl7525,ss20,75/25
0.97,0.266296296296296,7,1,first,1,acq,29,22,ss20_bl7525,ss20,75/25
0.92,0.205714285714286,8,1,first,1,acq,29,22,ss20_bl7525,ss20,75/25
