prob,err,trno,half,half_str,phase,phase_str,ta,sa,specID,id,contingency
NaN,NaN,-5,1,first,1,acq,39,NaN,f04_v2,f04,75/25
NaN,NaN,-4,1,first,1,acq,39,NaN,f04_v2,f04,75/25
NaN,NaN,-3,1,first,1,acq,39,NaN,f04_v2,f04,75/25
NaN,NaN,-2,1,first,1,acq,39,NaN,f04_v2,f04,75/25
NaN,NaN,-1,1,first,1,acq,39,NaN,f04_v2,f04,75/25
0.36,-0.64,1,1,first,1,acq,39,NaN,f04_v2,f04,75/25
0.47,-0.53,2,1,first,1,acq,39,NaN,f04_v2,f04,75/25
0.51,-0.49,3,1,first,1,acq,39,NaN,f04_v2,f04,75/25
0.54,-0.46,4,1,first,1,acq,39,NaN,f04_v2,f04,75/25
0.68,-0.32,5,1,first,1,acq,39,NaN,f04_v2,f04,75/25
0.73,-0.27,6,1,first,1,acq,39,NaN,f04_v2,f04,75/25
0.77,-0.23,7,1,first,1,acq,39,NaN,f04_v2,f04,75/25
0.75,-0.125,8,1,first,1,acq,39,NaN,f04_v2,f04,75/25
0.68,-0.0977777777777777,9,1,first,1,acq,39,NaN,f04_v2,f04,75/25
0.625,-0.175,10,1,first,1,acq,39,NaN,f04_v2,f04,75/25
0.81,-0.00818181818181818,11,1,first,1,acq,39,NaN,f04_v2,f04,75/25
0.84,0.0066666666666666,12,1,first,1,acq,39,NaN,f04_v2,f04,75/25
0.84,0.0707692307692307,13,1,first,1,acq,39,NaN,f04_v2,f04,75/25
0.88,0.0942857142857143,14,1,first,1,acq,39,NaN,f04_v2,f04,75/25
0.89,0.09,15,1,first,1,acq,39,NaN,f04_v2,f04,75/25
0.84,0.0707692307692307,-5,1,first,2,ext,39,NaN,f04_v2,f04,75/25
0.88,0.0942857142857143,-4,1,first,2,ext,39,NaN,f04_v2,f04,75/25
0.89,0.09,-3,1,first,2,ext,39,NaN,f04_v2,f04,75/25
0.9,0.15,-2,1,first,2,ext,39,NaN,f04_v2,f04,75/25
0.8,0.0352941176470589,-1,1,first,2,ext,39,NaN,f04_v2,f04,75/25
0.86,0.86,1,1,first,2,ext,39,NaN,f04_v2,f04,75/25
0.84,0.84,2,1,first,2,ext,39,NaN,f04_v2,f04,75/25
0.73,0.73,3,1,first,2,ext,39,NaN,f04_v2,f04,75/25
0.77,0.77,4,1,first,2,ext,39,NaN,f04_v2,f04,75/25
0.78,0.78,5,1,first,2,ext,39,NaN,f04_v2,f04,75/25
0.61,0.61,6,1,first,2,ext,39,NaN,f04_v2,f04,75/25
0.63,0.63,7,1,first,2,ext,39,NaN,f04_v2,f04,75/25
0.67,0.67,8,1,first,2,ext,39,NaN,f04_v2,f04,75/25
0.55,0.55,9,1,first,2,ext,39,NaN,f04_v2,f04,75/25
0.75,0.75,10,1,first,2,ext,39,NaN,f04_v2,f04,75/25
0.54,0.54,11,1,first,2,ext,39,NaN,f04_v2,f04,75/25
0.37,0.37,12,1,first,2,ext,39,NaN,f04_v2,f04,75/25
0.4,0.4,13,1,first,2,ext,39,NaN,f04_v2,f04,75/25
0.29,0.29,14,1,first,2,ext,39,NaN,f04_v2,f04,75/25
0.35,0.283333333333333,15,1,first,2,ext,39,NaN,f04_v2,f04,75/25
0.29,0.29,-5,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.35,0.283333333333333,-4,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.49,0.4275,-3,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.57,0.452352941176471,-2,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.53,0.363333333333333,-1,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.51,-0.267777777777778,1,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.53,-0.206842105263158,2,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.51,-0.24,3,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.54,-0.221904761904762,4,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.64,-0.132727272727273,5,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.7,-0.082608695652174,6,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.82,0.07,7,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.81,0.05,8,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.78,0.0107692307692308,9,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.81,0.0322222222222223,10,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.87,0.0842857142857143,11,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.9,0.106896551724138,12,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.91,0.143333333333333,13,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.91,0.168064516129032,14,2,second,1,acq,39,NaN,f04_v2,f04,75/25
NaN,NaN,15,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.87,0.0842857142857143,-5,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.9,0.106896551724138,-4,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.91,0.143333333333333,-3,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.91,0.168064516129032,-2,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.8,0.05,-1,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.88,0.722105263157895,1,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.86,0.71,2,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.85,0.707142857142857,3,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.74,0.558181818181818,4,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.82,0.646086956521739,5,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.81,0.643333333333333,6,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.72,0.56,7,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.75,0.557692307692308,8,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.82,0.634814814814815,9,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.83,0.651428571428571,10,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.82,0.613103448275862,11,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.89,0.69,12,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.79,0.596451612903226,13,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.71,0.5225,14,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.71,0.528181818181818,15,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.89,0.69,-5,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.79,0.596451612903226,-4,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.71,0.5225,-3,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.71,0.528181818181818,-2,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.34,0.163529411764706,-1,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.56,-0.197575757575758,1,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.59,-0.174705882352941,2,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.63,-0.141428571428571,3,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.62,-0.13,4,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.62,-0.10972972972973,5,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.58,-0.156842105263158,6,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.6,-0.143589743589744,7,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.6,-0.125,8,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.645,-0.0867073170731707,9,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.71,-0.0280952380952382,10,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.75,0.0058139534883721,11,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.79,0.04,12,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.86,0.126666666666667,13,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.82,0.0808695652173913,14,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.9,0.15531914893617,15,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.9,0.15531914893617,-5,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.87,0.12,-4,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.93,0.174897959183674,-3,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.86,0.12,-2,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.91,0.184509803921569,-1,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.8,0.62,1,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.81,0.633529411764706,2,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.78,0.606923076923077,3,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.75,0.561320754716981,4,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.9,0.714814814814815,5,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.81,0.628181818181818,6,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.78,0.601428571428571,7,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.81,0.634561403508772,8,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.8,0.610344827586207,9,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.87,0.666610169491525,10,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.88,0.68,11,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.87,0.67327868852459,12,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.82,0.626451612903226,13,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.665,0.47452380952381,14,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.68,0.4925,15,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.82,0.626451612903226,-5,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.665,0.47452380952381,-4,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.68,0.4925,-3,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.63,0.445384615384615,-2,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.59,0.408181818181818,-1,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.79,0.0784615384615385,1,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.8,0.0830188679245284,2,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.88,0.157777777777778,3,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.605,-0.122272727272727,4,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.72,-0.0121428571428571,5,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.73,-0.00684210526315787,6,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.88,0.155862068965517,7,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.87,0.141186440677966,8,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.87,0.136666666666667,9,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.92,0.182295081967213,10,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.92,0.178064516129032,11,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.82,0.0898412698412698,12,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.8,0.065625,13,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.82,0.0815384615384614,14,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.81,0.0675757575757576,15,2,second,1,acq,39,NaN,f04_v2,f04,75/25
0.82,0.0815384615384614,-5,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.81,0.0675757575757576,-4,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.87,0.123731343283582,-3,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.89,0.154705882352941,-2,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.83,0.0908695652173913,-1,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.91,0.68906976744186,1,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.85,0.620114942528736,2,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.84,0.612727272727273,3,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.56,0.335280898876405,4,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.86,0.626666666666667,5,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.87,0.639230769230769,6,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.85,0.621739130434783,7,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.77,0.533440860215054,8,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.88,0.645957446808511,9,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.89,0.658421052631579,10,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.75,0.520833333333333,11,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.7,0.47319587628866,12,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.665,0.440510204081633,13,2,second,2,ext,39,NaN,f04_v2,f04,75/25
0.6,0.367676767676768,14,2,second,2,ext,39,NaN,f04_v2,f04,75/25
NaN,NaN,15,2,second,2,ext,39,NaN,f04_v2,f04,75/25
NaN,NaN,-5,1,first,1,acq,37,NaN,f12_v2,f12,75/25
NaN,NaN,-4,1,first,1,acq,37,NaN,f12_v2,f12,75/25
NaN,NaN,-3,1,first,1,acq,37,NaN,f12_v2,f12,75/25
NaN,NaN,-2,1,first,1,acq,37,NaN,f12_v2,f12,75/25
NaN,NaN,-1,1,first,1,acq,37,NaN,f12_v2,f12,75/25
0.34,-0.66,1,1,first,1,acq,37,NaN,f12_v2,f12,75/25
0.33,-0.67,2,1,first,1,acq,37,NaN,f12_v2,f12,75/25
0.36,-0.64,3,1,first,1,acq,37,NaN,f12_v2,f12,75/25
0.39,-0.61,4,1,first,1,acq,37,NaN,f12_v2,f12,75/25
0.44,-0.56,5,1,first,1,acq,37,NaN,f12_v2,f12,75/25
0.48,-0.52,6,1,first,1,acq,37,NaN,f12_v2,f12,75/25
0.44,-0.56,7,1,first,1,acq,37,NaN,f12_v2,f12,75/25
0.5,-0.5,8,1,first,1,acq,37,NaN,f12_v2,f12,75/25
0.49,-0.51,9,1,first,1,acq,37,NaN,f12_v2,f12,75/25
0.56,-0.34,10,1,first,1,acq,37,NaN,f12_v2,f12,75/25
0.51,-0.308181818181818,11,1,first,1,acq,37,NaN,f12_v2,f12,75/25
0.46,-0.373333333333333,12,1,first,1,acq,37,NaN,f12_v2,f12,75/25
0.44,-0.406153846153846,13,1,first,1,acq,37,NaN,f12_v2,f12,75/25
0.5,-0.357142857142857,14,1,first,1,acq,37,NaN,f12_v2,f12,75/25
0.5,-0.366666666666667,15,1,first,1,acq,37,NaN,f12_v2,f12,75/25
0.5,-0.366666666666667,-5,1,first,2,ext,37,NaN,f12_v2,f12,75/25
0.58,-0.295,-4,1,first,2,ext,37,NaN,f12_v2,f12,75/25
0.54,-0.342352941176471,-3,1,first,2,ext,37,NaN,f12_v2,f12,75/25
0.6,-0.288888888888889,-2,1,first,2,ext,37,NaN,f12_v2,f12,75/25
0.59,-0.304736842105263,-1,1,first,2,ext,37,NaN,f12_v2,f12,75/25
0.65,0.65,1,1,first,2,ext,37,NaN,f12_v2,f12,75/25
0.69,0.19,2,1,first,2,ext,37,NaN,f12_v2,f12,75/25
0.75,0.416666666666667,3,1,first,2,ext,37,NaN,f12_v2,f12,75/25
0.7,0.45,4,1,first,2,ext,37,NaN,f12_v2,f12,75/25
0.56,0.16,5,1,first,2,ext,37,NaN,f12_v2,f12,75/25
0.62,0.286666666666667,6,1,first,2,ext,37,NaN,f12_v2,f12,75/25
0.64,0.354285714285714,7,1,first,2,ext,37,NaN,f12_v2,f12,75/25
0.56,0.31,8,1,first,2,ext,37,NaN,f12_v2,f12,75/25
0.55,0.327777777777778,9,1,first,2,ext,37,NaN,f12_v2,f12,75/25
0.6,0.3,10,1,first,2,ext,37,NaN,f12_v2,f12,75/25
0.6,0.327272727272727,11,1,first,2,ext,37,NaN,f12_v2,f12,75/25
0.62,0.286666666666667,12,1,first,2,ext,37,NaN,f12_v2,f12,75/25
0.64,0.332307692307692,13,1,first,2,ext,37,NaN,f12_v2,f12,75/25
0.52,0.234285714285714,14,1,first,2,ext,37,NaN,f12_v2,f12,75/25
0.68,0.413333333333333,15,1,first,2,ext,37,NaN,f12_v2,f12,75/25
0.62,0.286666666666667,-5,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.64,0.332307692307692,-4,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.52,0.234285714285714,-3,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.68,0.413333333333333,-2,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.66,0.3475,-1,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.49,-0.41,1,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.49,-0.414761904761905,2,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.575,-0.334090909090909,3,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.53,-0.383043478260869,4,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.53,-0.386666666666667,5,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.52,-0.4,6,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.55,-0.373076923076923,7,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.61,-0.315925925925926,8,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.62,-0.308571428571429,9,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.62,-0.276551724137931,10,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.59,-0.31,11,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.6,-0.303225806451613,12,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.69,-0.185,13,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.6,-0.248484848484849,14,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.56,-0.292941176470588,15,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.6,-0.248484848484849,-5,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.56,-0.292941176470588,-4,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.54,-0.317142857142857,-3,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.57,-0.291111111111111,-2,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.59,-0.274864864864865,-1,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.58,0.294285714285714,1,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.55,0.272222222222222,2,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.52,0.24972972972973,3,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.53,0.266842105263158,4,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.56,0.303589743589744,5,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.52,0.27,6,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.53,0.28609756097561,7,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.51,0.271904761904762,8,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.53,0.297441860465116,9,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.55,0.3,10,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.47,0.225555555555556,11,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.5,0.260869565217391,12,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.48,0.22468085106383,13,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.505,0.255,14,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.49,0.245102040816327,15,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.49,0.245102040816327,-5,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.52,0.26,-4,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.54,0.285098039215686,-3,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.53,0.28,-2,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.52,0.274716981132075,-1,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.54,-0.328421052631579,1,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.55,-0.296153846153846,2,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.56,-0.29,3,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.52,-0.333658536585366,4,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.505,-0.352142857142857,5,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.56,-0.277209302325581,6,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.54,-0.300909090909091,7,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.52,-0.324444444444444,8,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.54,-0.307826086956522,9,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.52,-0.331063829787234,10,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.52,-0.334166666666667,11,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.54,-0.317142857142857,12,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.56,-0.3,13,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.54,-0.303137254901961,14,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.53,-0.316153846153846,15,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.56,-0.3,-5,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.54,-0.303137254901961,-4,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.53,-0.316153846153846,-3,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.55,-0.280188679245283,-2,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.51,-0.323333333333333,-1,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.51,0.269259259259259,1,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.54,0.285454545454546,2,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.53,0.28,3,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.52,0.274385964912281,4,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.44,0.198620689655172,5,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.43,0.19271186440678,6,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.52,0.286666666666667,7,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.56,0.330491803278689,8,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.47,0.228064516129032,9,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.56,0.321904761904762,10,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.51,0.26,11,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.49,0.243846153846154,12,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.51,0.267575757575758,13,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.51,0.256268656716418,14,2,second,2,ext,37,NaN,f12_v2,f12,75/25
NaN,NaN,15,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.51,0.26,-5,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.49,0.243846153846154,-4,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.51,0.267575757575758,-3,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.51,0.256268656716418,-2,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.55,0.3,-1,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.49,-0.346363636363636,1,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.005,-0.834285714285714,2,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.5,-0.324561403508772,3,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.55,-0.277586206896552,4,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.54,-0.290508474576271,5,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.51,-0.323333333333333,6,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.53,-0.306065573770492,7,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.54,-0.298709677419355,8,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.57,-0.271269841269841,9,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.56,-0.28375,10,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.58,-0.250769230769231,11,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.52,-0.313333333333333,12,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.54,-0.295820895522388,13,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.5,-0.338235294117647,14,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.52,-0.320579710144927,15,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.52,-0.320579710144927,-5,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.53,-0.298571428571429,-4,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.57,-0.260985915492958,-3,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.04,-0.793333333333333,-2,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.52,-0.315616438356164,-1,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.52,0.273623188405797,1,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.53,0.287142857142857,2,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.52,0.28056338028169,3,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.55,0.313888888888889,4,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.51,0.277123287671233,5,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.52,0.29027027027027,6,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.51,0.283333333333333,7,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.5,0.276315789473684,8,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.5,0.266233766233766,9,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.49,0.259230769230769,10,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.51,0.269493670886076,11,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.5,0.2625,12,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.53,0.295432098765432,13,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.52,0.27609756097561,14,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.49,0.249036144578313,15,2,second,2,ext,37,NaN,f12_v2,f12,75/25
0.5,0.2625,-5,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.53,0.295432098765432,-4,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.52,0.27609756097561,-3,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.49,0.249036144578313,-2,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.51,0.271904761904762,-1,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.51,-0.327837837837838,1,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.52,-0.32,2,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.51,-0.332105263157895,3,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.49,-0.354155844155844,4,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.53,-0.303333333333333,5,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.52,-0.315443037974684,6,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.5,-0.3375,7,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.51,-0.329506172839506,8,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.56,-0.281463414634146,9,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.55,-0.293373493975904,10,2,second,1,acq,37,NaN,f12_v2,f12,75/25
0.54,-0.305238095238095,11,2,second,1,acq,37,NaN,f12_v2,f12,75/25
